id,eventType,teamId,playerId,playerName,x,y,min,minAdded,isBlocked,isOnTarget,blockedX,blockedY,goalCrossedY,goalCrossedZ,expectedGoals,expectedGoalsOnTarget,shotType,situation,period,isOwnGoal,onGoalShot,isSavedOffLine,isFromInsideBox,firstName,lastName,fullName,teamColor,matchId,teamName,oppositeTeam,shortName
2714326069,AttemptSaved,8634,282676,Inigo Martinez,96.79824561320001,29.883809522,19,,False,True,103.577586207,33.61875,34.1525,0.20547368320000003,0.057831067591905594,0.08009974658489227,LeftFoot,FromCorner,FirstHalf,False,"{'x': 0.9596560846560838, 'y': 0.05435811724867726, 'zoomRatio': 1}",False,True,Inigo,Martinez,Inigo Martinez,#971e48,4506771,Barcelona,Rayo Vallecano,
2714330181,Miss,8634,881771,Ferran Torres,95.0614035074,25.99625,23,,False,False,,,34.4575,6.027172424800001,0.04349135607481003,0.0,RightFoot,RegularPlay,FirstHalf,False,"{'x': 0.9485925989828384, 'y': 0.6772486772486772, 'zoomRatio': 0.42474311660080777}",False,True,Ferran,Torres,Ferran Torres,#971e48,4506771,Barcelona,Rayo Vallecano,
2714341493,Miss,8370,474658,Álvaro Garcia,69.08300971199999,62.359052129400006,33,,False,False,93.4,8.9861611427,2.623696684,0.802631575,0.0679163858294487,0.0,LeftFoot,RegularPlay,FirstHalf,False,"{'x': 2, 'y': 0.025580820242476012, 'zoomRatio': 0.12047308320328579}",False,False,Álvaro,Garcia,Álvaro Garcia,#EB3A32,4506771,Rayo Vallecano,Barcelona,
2714343671,AttemptSaved,8634,881771,Ferran Torres,78.092718448,35.220000000000006,36,,True,True,83.94902912639999,34.838750000000005,33.2375,1.2199999940000001,0.028752584010362625,0.0,RightFoot,FromCorner,FirstHalf,False,"{'x': 1.2017195767195774, 'y': 0.32275132116402117, 'zoomRatio': 1}",False,False,Ferran,Torres,Ferran Torres,#971e48,4506771,Barcelona,Rayo Vallecano,
2714343985,AttemptSaved,8634,1083323,Pedri,76.1781553416,34.4575,36,,True,True,89.8,34.305,34.07625,1.2199999940000001,0.02625293657183647,0.0,RightFoot,RegularPlay,FirstHalf,False,"{'x': 0.9798280423280419, 'y': 0.32275132116402117, 'zoomRatio': 1}",False,False,,Pedri,Pedri,#971e48,4506771,Barcelona,Rayo Vallecano,
2714345389,AttemptSaved,8634,1467236,Lamine Yamal,85.70882352880001,21.687133761599995,37,,False,True,103.2931034484,33.695,34.838750000000005,1.5859999922,0.030110057443380356,0.03517446666955948,LeftFoot,RegularPlay,FirstHalf,False,"{'x': 0.7781084656084645, 'y': 0.4195767175132275, 'zoomRatio': 1}",False,False,Lamine,Yamal,Lamine Yamal,#971e48,4506771,Barcelona,Rayo Vallecano,
2714353243,AttemptSaved,8370,526968,Alfonso Espino,90.9,48.4848407617,43,,False,True,103.6724137932,36.05875,36.440000000000005,1.6245263078,0.03816809505224228,0.1888539344072342,LeftFoot,RegularPlay,FirstHalf,False,"{'x': 0.3544973544973533, 'y': 0.42976886449735446, 'zoomRatio': 1}",False,True,Alfonso,Espino,Alfonso Espino,#EB3A32,4506771,Rayo Vallecano,Barcelona,
2714377523,AttemptSaved,8634,696679,Raphinha,98.7280701752,45.3319745182,47,,True,True,99.784482759,43.9307006322,36.8975,1.2199999940000001,0.027667570859193802,0.0,LeftFoot,RegularPlay,SecondHalf,False,"{'x': 0.23346560846560827, 'y': 0.32275132116402117, 'zoomRatio': 1}",False,True,,Raphinha,Raphinha,#971e48,4506771,Barcelona,Rayo Vallecano,
2714377921,AttemptSaved,8634,705450,Jules Koundé,99.4035087719,22.037452233099998,48,,True,True,100.8275862072,24.84,32.6275,1.2199999940000001,0.05662846192717552,0.0,RightFoot,RegularPlay,SecondHalf,False,"{'x': 1.3630952380952386, 'y': 0.32275132116402117, 'zoomRatio': 1}",False,True,Jules,Koundé,Jules Koundé,#971e48,4506771,Barcelona,Rayo Vallecano,
2714380301,Miss,8634,696679,Raphinha,78.655825244,36.8975,53,,False,False,,,38.872619049,0.802631575,0.06912416964769363,0.0,LeftFoot,FreeKick,SecondHalf,False,"{'x': 0, 'y': 0.16472282502050364, 'zoomRatio': 0.7757634984363826}",False,False,,Raphinha,Raphinha,#971e48,4506771,Barcelona,Rayo Vallecano,
2714380731,Miss,8634,93447,Robert Lewandowski,89.5,46.382929932699994,54,,False,False,,,41.5990625,0.1797894728,0.04660647362470627,0.0,RightFoot,FastBreak,SecondHalf,False,"{'x': 0, 'y': 0.02365942809392605, 'zoomRatio': 0.4974297816342475}",False,True,Robert,Lewandowski,Robert Lewandowski,#971e48,4506771,Barcelona,Rayo Vallecano,
